load_id,source_name,source_table,source_record_id,business_key,rule_id,field_name,severity,action,original_value,clean_value,details,detected_at
1,Claim_Payment.csv,raw.claim_payment_csv,4,PAY00004,INV_DATE_ORDER,decision_date,error,flagged,2023-10-28,,"{'decision_date': '2023-10-28', 'core_treatment': 'retain decision row and null invalid decision_date', 'processing_start_date': '2023-10-29'}",
1,Claim_Payment.csv,raw.claim_payment_csv,5,PAY00005,INV_DATE_ORDER,decision_date,error,flagged,2023-11-20,,"{'decision_date': '2023-11-20', 'core_treatment': 'retain decision row and null invalid decision_date', 'processing_start_date': '2023-11-21'}",
1,Claim_Payment.csv,raw.claim_payment_csv,9,PAY00009,MISS_ERROR,decision_date,error,flagged,,,{'reason': 'decided payment row is missing decision_date'},
1,Claim_Payment.csv,raw.claim_payment_csv,10,PAY00010,MISS_ERROR,decision_date,error,flagged,,,{'reason': 'decided payment row is missing decision_date'},
1,Claim_Payment.csv,raw.claim_payment_csv,15,PAY00015,UPSTREAM_PARENT_REJECTED,,error,quarantined,,,{'claim_id': 'H00016'},
1,Claim_Payment.csv,raw.claim_payment_csv,18,PAY00018,FMT_DATE,processing_start_date,info,normalized,20240321,2024-03-21,,
1,Claim_Payment.csv,raw.claim_payment_csv,19,PAY00019,FMT_CATEGORY_CASE,decision_outcome,info,normalized,Partially Approved,partially_approved,,
1,Claim_Payment.csv,raw.claim_payment_csv,30,PAY00030,FMT_CATEGORY_CASE,decision_outcome,info,normalized,Denied ,denied,,
1,Claim_Payment.csv,raw.claim_payment_csv,30,PAY00030,FMT_DATE,processing_start_date,info,normalized,20240725,2024-07-25,,
1,Claim_Payment.csv,raw.claim_payment_csv,30,PAY00030,TYPE_AMOUNT_TEXT,payment_amount,info,normalized,$0.00,0.00,,
1,Claim_Payment.csv,raw.claim_payment_csv,39,PAY00039,UPSTREAM_PARENT_REJECTED,,error,quarantined,,,{'claim_id': 'T00041'},
1,Claim_Payment.csv,raw.claim_payment_csv,41,PAY00041,UPSTREAM_PARENT_REJECTED,,error,quarantined,,,{'claim_id': 'T00042'},
1,Claim_Payment.csv,raw.claim_payment_csv,43,PAY00043,UPSTREAM_PARENT_REJECTED,,error,quarantined,,,{'claim_id': 'T00037'},
1,Claim_Payment.csv,raw.claim_payment_csv,71,PAY00071,FMT_CATEGORY_CASE,decision_outcome,info,normalized,Approved ,approved,,
1,Claim_Payment.csv,raw.claim_payment_csv,74,PAY00074,FMT_ID,claim_id,info,normalized,d00072 ,D00072,,
1,Claim_Payment.csv,raw.claim_payment_csv,74,PAY00074,TYPE_AMOUNT_TEXT,payment_amount,info,normalized,$175.81,175.81,,
1,Claim_Payment.csv,raw.claim_payment_csv,80,PAY00080,UPSTREAM_PARENT_REJECTED,,error,quarantined,,,{'claim_id': 'H00080'},
1,Claim_Payment.csv,raw.claim_payment_csv,83,PAY00083,FMT_CATEGORY_CASE,decision_outcome,info,normalized,Approved ,approved,,
1,Claim_Payment.csv,raw.claim_payment_csv,83,PAY00083,FMT_DATE,processing_start_date,info,normalized,20250531,2025-05-31,,
1,Claim_Payment.csv,raw.claim_payment_csv,83,PAY00083,TYPE_AMOUNT_TEXT,payment_amount,info,normalized,"$2,820.00",2820.00,,
1,Claim_Payment.csv,raw.claim_payment_csv,86,PAY00086,FMT_CATEGORY_CASE,decision_outcome,info,normalized,Approved ,approved,,
1,Claim_Payment.csv,raw.claim_payment_csv,86,PAY00086,FMT_ID,claim_id,info,normalized,h00086 ,H00086,,
1,Claim_Payment.csv,raw.claim_payment_csv,90,PAY00090,FMT_DATE,processing_start_date,info,normalized,20250710,2025-07-10,,
1,Claim_Payment.csv,raw.claim_payment_csv,92,PAY00092,TYPE_AMOUNT_TEXT,payment_amount,info,normalized,$177.06,177.06,,
1,Claim_Payment.csv,raw.claim_payment_csv,96,PAY00096,FMT_DATE,processing_start_date,info,normalized,20250718,2025-07-18,,
1,Claim_Payment.csv,raw.claim_payment_csv,105,PAY00105,FMT_CATEGORY_CASE,decision_outcome,info,normalized,Approved ,approved,,
1,Claim_Payment.csv,raw.claim_payment_csv,161,PAY00161,UPSTREAM_PARENT_REJECTED,,error,quarantined,,,{'claim_id': 'H00162'},
1,Claim_Payment.csv,raw.claim_payment_csv,163,PAY00163,FMT_DATE,processing_start_date,info,normalized,20260131,2026-01-31,,
1,Claim_Payment.csv,raw.claim_payment_csv,163,PAY00163,TYPE_AMOUNT_TEXT,payment_amount,info,normalized,$244.46,244.46,,
1,Claim_Payment.csv,raw.claim_payment_csv,196,PAY00196,ORPHAN_FK,,error,quarantined,,,{'claim_id': 'H90001'},
1,Claim_Payment.csv,raw.claim_payment_csv,197,PAY00197,ORPHAN_FK,,error,quarantined,,,{'claim_id': 'H90002'},
1,Claim_Payment.csv,raw.claim_payment_csv,198,PAY00198,ORPHAN_FK,,error,quarantined,,,{'claim_id': 'H90003'},
1,Claim_Payment.csv,raw.claim_payment_csv,199,PAY00001,DUP_EXACT,payment_id,warning,deduplicated,,,,
1,Claim_Payment.csv,raw.claim_payment_csv,200,PAY00002,DUP_EXACT,payment_id,warning,deduplicated,,,,
1,Claim_Payment.csv,raw.claim_payment_csv,201,PAY00003,DUP_EXACT,payment_id,warning,deduplicated,,,,
1,Claim_Payment.csv,raw.claim_payment_csv,202,PAY00004,DUP_EXACT,payment_id,warning,deduplicated,,,,
1,Claim_Payment.csv,raw.claim_payment_csv,203,PAY00005,DUP_EXACT,payment_id,warning,deduplicated,,,,
1,Claim_Payment.csv,staging.claim_payments,4,PAY00004,CORE_DECISION_DATE_NULLIFIED,decision_date,error,repaired,2023-10-28,,{'processing_start_date': '2023-10-29'},
1,Claim_Payment.csv,staging.claim_payments,5,PAY00005,CORE_DECISION_DATE_NULLIFIED,decision_date,error,repaired,2023-11-20,,{'processing_start_date': '2023-11-21'},
1,Claim_Payment.csv + Claim.csv,staging.claim_payments,1,PAY00001,CORE_PAYMENT_DATE_NULLIFIED,payment_date,error,repaired,2023-08-07,,"{'claim_date': '2023-08-08', 'decision_date': '2023-08-17', 'payment_status_treatment': 'set core payment_status to null because paid date is unusable'}",
1,Claim_Payment.csv + Claim.csv,staging.claim_payments,2,PAY00002,CORE_PAYMENT_DATE_NULLIFIED,payment_date,error,repaired,2023-10-09,,"{'claim_date': '2023-10-10', 'decision_date': '2023-10-22', 'payment_status_treatment': 'set core payment_status to null because paid date is unusable'}",
1,Claim_Payment.csv + Claim.csv,staging.claim_payments,3,PAY00003,CORE_PAYMENT_DATE_NULLIFIED,payment_date,error,repaired,2023-10-25,,"{'claim_date': '2023-10-26', 'decision_date': '2023-10-28', 'payment_status_treatment': 'set core payment_status to null because paid date is unusable'}",
1,Claim.csv,raw.claim_csv,2,D00002,FMT_CATEGORY_CASE,claim_type,info,normalized,Preventive ,preventive,,
1,Claim.csv,raw.claim_csv,6,D00006,FMT_CATEGORY_CASE,claim_type,info,normalized,Major ,major,,
1,Claim.csv,raw.claim_csv,6,D00006,FMT_DATE,service_date,info,normalized,18/11/2023,2023-11-18,,
1,Claim.csv,raw.claim_csv,10,D00010,FMT_DATE,service_date,info,normalized,14/01/2024,2024-01-14,,
1,Claim.csv,raw.claim_csv,16,H00016,UPSTREAM_PARENT_REJECTED,,error,quarantined,,,{'policy_id': 'P00024'},
1,Claim.csv,raw.claim_csv,18,H00018,FMT_CATEGORY_CASE,claim_status,info,normalized,Approved ,approved,,
1,Claim.csv,raw.claim_csv,18,H00018,TYPE_AMOUNT_TEXT,claim_amount,info,normalized,$321.73,321.73,,
1,Claim.csv,raw.claim_csv,20,H00020,FMT_CATEGORY_CASE,claim_status,info,normalized,Approved ,approved,,
1,Claim.csv,raw.claim_csv,20,H00020,TYPE_AMOUNT_TEXT,claim_amount,info,normalized,$49.28,49.28,,
1,Claim.csv,raw.claim_csv,27,H00027,FMT_DATE,service_date,info,normalized,27/05/2024,2024-05-27,,
1,Claim.csv,raw.claim_csv,27,H00027,FMT_ID,policy_id,info,normalized,p00160 ,P00160,,
1,Claim.csv,raw.claim_csv,27,H00027,FMT_PROVINCE,region,info,normalized,saskatchewan,SK,,
1,Claim.csv,raw.claim_csv,36,H00036,TYPE_AMOUNT_TEXT,claim_amount,info,normalized,$257.00,257.00,,
1,Claim.csv,raw.claim_csv,37,T00037,FMT_CATEGORY_CASE,claim_status,info,normalized,Approved ,approved,,
1,Claim.csv,raw.claim_csv,37,T00037,FMT_DATE,service_date,info,normalized,16/09/2024,2024-09-16,,
1,Claim.csv,raw.claim_csv,37,T00037,FMT_PROVINCE,region,info,normalized,Alta.,AB,,
1,Claim.csv,raw.claim_csv,37,T00037,ORPHAN_FK,,error,quarantined,,,{'policy_id': 'P90001'},
1,Claim.csv,raw.claim_csv,41,T00041,ORPHAN_FK,,error,quarantined,,,{'policy_id': 'P90002'},
1,Claim.csv,raw.claim_csv,42,T00042,ORPHAN_FK,,error,quarantined,,,{'policy_id': 'P90003'},
1,Claim.csv,raw.claim_csv,71,D00071,MISS_ERROR,claim_amount,error,flagged,,,{'repair_candidate': 'JSON reconciled line-item total'},
1,Claim.csv,raw.claim_csv,74,D00074,FMT_CATEGORY_CASE,claim_status,info,normalized,Approved ,approved,,
1,Claim.csv,raw.claim_csv,74,D00074,MISS_ERROR,claim_amount,error,flagged,,,{'repair_candidate': 'JSON reconciled line-item total'},
1,Claim.csv,raw.claim_csv,75,H00075,FMT_DATE,service_date,info,normalized,22/04/2025,2025-04-22,,
1,Claim.csv,raw.claim_csv,75,H00075,FMT_PROVINCE,region,info,normalized,Alta.,AB,,
1,Claim.csv,raw.claim_csv,76,D00076,MISS_ERROR,service_date,error,flagged,,,{'repair_candidate': 'JSON min(line_items.service_date)'},
1,Claim.csv,raw.claim_csv,78,D00078,MISS_ERROR,service_date,error,flagged,,,{'repair_candidate': 'JSON min(line_items.service_date)'},
1,Claim.csv,raw.claim_csv,79,D00079,FMT_CATEGORY_CASE,claim_status,info,normalized,Denied ,denied,,
1,Claim.csv,raw.claim_csv,79,D00079,FMT_ID,policy_id,info,normalized,p00022 ,P00022,,
1,Claim.csv,raw.claim_csv,80,H00080,UPSTREAM_PARENT_REJECTED,,error,quarantined,,,{'policy_id': 'P00029'},
1,Claim.csv,raw.claim_csv,162,H00162,UPSTREAM_PARENT_REJECTED,,error,quarantined,,,{'policy_id': 'P00024'},
1,Claim.csv,raw.claim_csv,169,H00169,FMT_DATE,service_date,info,normalized,17/02/2026,2026-02-17,,
1,Claim.csv,raw.claim_csv,173,D00173,FMT_DATE,service_date,info,normalized,21/02/2026,2026-02-21,,
1,Claim.csv,raw.claim_csv,176,H00176,FMT_PROVINCE,region,info,normalized,man.,MB,,
1,Claim.csv,raw.claim_csv,176,H00176,TYPE_AMOUNT_TEXT,claim_amount,info,normalized,$59.62,59.62,,
1,Claim.csv,raw.claim_csv,178,H00178,FMT_PROVINCE,region,info,normalized,saskatchewan,SK,,
1,Claim.csv,raw.claim_csv,178,H00178,TYPE_AMOUNT_TEXT,claim_amount,info,normalized,$49.17,49.17,,
1,Claim.csv,raw.claim_csv,211,H00001,DUP_EXACT,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'H00001'},
1,Claim.csv,raw.claim_csv,212,D00002,DUP_EXACT,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'D00002'},
1,Claim.csv,raw.claim_csv,212,D00002,FMT_CATEGORY_CASE,claim_type,info,normalized,Preventive ,preventive,,
1,Claim.csv,raw.claim_csv,213,H00003,DUP_EXACT,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'H00003'},
1,Claim.csv,raw.claim_csv,214,H00004,DUP_EXACT,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'H00004'},
1,Claim.csv,raw.claim_csv,215,H00005,DUP_EXACT,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'H00005'},
1,Claim.csv,raw.claim_csv,216,D00006,DUP_EXACT,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'D00006'},
1,Claim.csv,raw.claim_csv,216,D00006,FMT_CATEGORY_CASE,claim_type,info,normalized,Major ,major,,
1,Claim.csv,raw.claim_csv,216,D00006,FMT_DATE,service_date,info,normalized,18/11/2023,2023-11-18,,
1,Claim.csv,raw.claim_csv,217,T00007,DUP_NEAR_KEY,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'T00007'},
1,Claim.csv,raw.claim_csv,217,T00007,FMT_ID,claim_id,info,normalized,t00007 ,T00007,,
1,Claim.csv,raw.claim_csv,218,D00008,DUP_NEAR_KEY,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'D00008'},
1,Claim.csv,raw.claim_csv,218,D00008,FMT_ID,claim_id,info,normalized,d00008 ,D00008,,
1,Claim.csv,raw.claim_csv,219,H00009,DUP_NEAR_KEY,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'H00009'},
1,Claim.csv,raw.claim_csv,219,H00009,FMT_ID,claim_id,info,normalized,h00009 ,H00009,,
1,Claim.csv,raw.claim_csv,220,D00010,DUP_NEAR_KEY,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'D00010'},
1,Claim.csv,raw.claim_csv,220,D00010,FMT_DATE,service_date,info,normalized,14/01/2024,2024-01-14,,
1,Claim.csv,raw.claim_csv,220,D00010,FMT_ID,claim_id,info,normalized,d00010 ,D00010,,
1,Claim.csv / JSON directory,staging.claims,2,D00002,JSON_MISSING_FILE,,warning,flagged,,,{'reason': 'no physical JSON file exists for the claim'},
1,Claim.csv / JSON directory,staging.claims,6,D00006,JSON_MISSING_FILE,,warning,flagged,,,{'reason': 'no physical JSON file exists for the claim'},
1,Claim.csv / JSON directory,staging.claims,8,D00008,JSON_MISSING_FILE,,warning,flagged,,,{'reason': 'no physical JSON file exists for the claim'},
1,Claim.csv / JSON directory,staging.claims,10,D00010,JSON_MISSING_FILE,,warning,flagged,,,{'reason': 'no physical JSON file exists for the claim'},
1,Claim.csv / JSON directory,staging.claims,30,D00030,JSON_MISSING_FILE,,warning,flagged,,,{'reason': 'no physical JSON file exists for the claim'},
